"Index","Location","Latitude","Longitude","Latitudinal.distance..km.","Species","English","Spanish","Lt..cm.","Abundance","SampleArea","Population","Latitude2","Longitude2","Fishing.Pressure"
69,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",20,1,720,23209,32.25,-117.007,"High"
70,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",20,1,720,23209,32.25,-117.007,"High"
71,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",20,1,720,23209,32.25,-117.007,"High"
72,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
73,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
74,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
75,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
76,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
77,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",30,1,720,23209,32.25,-117.007,"High"
78,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
79,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
80,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
81,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
82,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",20,1,720,23209,32.25,-117.007,"High"
83,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",20,1,720,23209,32.25,-117.007,"High"
84,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",20,1,720,23209,32.25,-117.007,"High"
85,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",35,1,720,23209,32.25,-117.007,"High"
86,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",35,1,720,23209,32.25,-117.007,"High"
87,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",35,1,720,23209,32.25,-117.007,"High"
88,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
89,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
90,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
91,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,23209,32.25,-117.007,"High"
92,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",30,1,720,23209,32.25,-117.007,"High"
93,"BMA",32.025276,-116.901537,37.375587,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",30,1,720,23209,32.25,-117.007,"High"
94,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",15,1,720,23209,32.25,-117.007,"High"
95,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",20,1,720,23209,32.25,-117.007,"High"
96,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",40,1,720,23209,32.25,-117.007,"High"
97,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",20,1,720,23209,32.25,-117.007,"High"
98,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",20,1,720,23209,32.25,-117.007,"High"
99,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",20,1,720,23209,32.25,-117.007,"High"
100,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",50,1,720,23209,32.25,-117.007,"High"
101,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",15,1,720,23209,32.25,-117.007,"High"
102,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",15,1,720,23209,32.25,-117.007,"High"
103,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",20,1,720,23209,32.25,-117.007,"High"
104,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",25,1,720,23209,32.25,-117.007,"High"
105,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",80,1,720,23209,32.25,-117.007,"High"
106,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",25,1,720,23209,32.25,-117.007,"High"
107,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",25,1,720,23209,32.25,-117.007,"High"
108,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",25,1,720,23209,32.25,-117.007,"High"
109,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,23209,32.25,-117.007,"High"
110,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",15,1,720,23209,32.25,-117.007,"High"
111,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",20,1,720,23209,32.25,-117.007,"High"
112,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",25,1,720,23209,32.25,-117.007,"High"
113,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",25,1,720,23209,32.25,-117.007,"High"
114,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",25,1,720,23209,32.25,-117.007,"High"
115,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,23209,32.25,-117.007,"High"
116,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",30,1,720,23209,32.25,-117.007,"High"
117,"BMA",32.025276,-116.901537,37.375587,"Semicossyphus pulcher","California sheephead","Vieja",35,1,720,23209,32.25,-117.007,"High"
118,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,7106,31.5,-116.637,"Low"
119,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,7106,31.5,-116.637,"Low"
120,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,7106,31.5,-116.637,"Low"
121,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,720,7106,31.5,-116.637,"Low"
122,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,7106,31.5,-116.637,"Low"
123,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,7106,31.5,-116.637,"Low"
124,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",30,1,720,7106,31.5,-116.637,"Low"
125,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,7106,31.5,-116.637,"Low"
126,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,7106,31.5,-116.637,"Low"
127,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,7106,31.5,-116.637,"Low"
128,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,7106,31.5,-116.637,"Low"
129,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,7106,31.5,-116.637,"Low"
130,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,7106,31.5,-116.637,"Low"
131,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,7106,31.5,-116.637,"Low"
132,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,720,7106,31.5,-116.637,"Low"
133,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,720,7106,31.5,-116.637,"Low"
134,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,7106,31.5,-116.637,"Low"
135,"ERE",31.258831,-116.401248,122.450982,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,720,7106,31.5,-116.637,"Low"
136,"ERE",31.258831,-116.401248,122.450982,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,7106,31.5,-116.637,"Low"
137,"ERE",31.258831,-116.401248,122.450982,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,720,7106,31.5,-116.637,"Low"
138,"ERE",31.258831,-116.401248,122.450982,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",30,1,720,7106,31.5,-116.637,"Low"
139,"ERE",31.258831,-116.401248,122.450982,"Semicossyphus pulcher","California sheephead","Vieja",10,1,720,7106,31.5,-116.637,"Low"
140,"ERO",29.844652,-115.778286,279.424851,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",35,1,600,255,30,-115.791,"Low"
141,"ERO",29.844652,-115.778286,279.424851,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,600,255,30,-115.791,"Low"
142,"ERO",29.844652,-115.778286,279.424851,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,600,255,30,-115.791,"Low"
143,"ERO",29.844652,-115.778286,279.424851,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",35,1,600,255,30,-115.791,"Low"
144,"ERO",29.844652,-115.778286,279.424851,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",35,1,600,255,30,-115.791,"Low"
145,"ERO",29.844652,-115.778286,279.424851,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",40,1,600,255,30,-115.791,"Low"
146,"ERO",29.844652,-115.778286,279.424851,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,600,255,30,-115.791,"Low"
147,"ERO",29.844652,-115.778286,279.424851,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,600,255,30,-115.791,"Low"
148,"ERO",29.844652,-115.778286,279.424851,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",45,1,600,255,30,-115.791,"Low"
149,"ERO",29.844652,-115.778286,279.424851,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,600,255,30,-115.791,"Low"
150,"ERO",29.844652,-115.778286,279.424851,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",30,1,600,255,30,-115.791,"Low"
151,"ERO",29.844652,-115.778286,279.424851,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",35,1,600,255,30,-115.791,"Low"
152,"ERO",29.844652,-115.778286,279.424851,"Semicossyphus pulcher","California sheephead","Vieja",5,1,600,255,30,-115.791,"Low"
153,"ERO",29.844652,-115.778286,279.424851,"Semicossyphus pulcher","California sheephead","Vieja",40,1,600,255,30,-115.791,"Low"
154,"ERO",29.844652,-115.778286,279.424851,"Semicossyphus pulcher","California sheephead","Vieja",40,1,600,255,30,-115.791,"Low"
155,"ERO",29.844652,-115.778286,279.424851,"Semicossyphus pulcher","California sheephead","Vieja",40,1,600,255,30,-115.791,"Low"
156,"ERO",29.844652,-115.778286,279.424851,"Semicossyphus pulcher","California sheephead","Vieja",55,1,600,255,30,-115.791,"Low"
157,"ERO",29.844652,-115.778286,279.424851,"Semicossyphus pulcher","California sheephead","Vieja",15,1,600,255,30,-115.791,"Low"
158,"ERO",29.844652,-115.778286,279.424851,"Semicossyphus pulcher","California sheephead","Vieja",35,1,600,255,30,-115.791,"Low"
159,"ERO",29.844652,-115.778286,279.424851,"Semicossyphus pulcher","California sheephead","Vieja",15,1,600,255,30,-115.791,"Low"
160,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",10,1,600,1618706,32.5,-117.105,"High"
161,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",10,1,600,1618706,32.5,-117.105,"High"
162,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",10,1,600,1618706,32.5,-117.105,"High"
163,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,600,1618706,32.5,-117.105,"High"
164,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,600,1618706,32.5,-117.105,"High"
165,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,600,1618706,32.5,-117.105,"High"
166,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",25,1,600,1618706,32.5,-117.105,"High"
167,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",15,1,600,1618706,32.5,-117.105,"High"
168,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",10,1,600,1618706,32.5,-117.105,"High"
169,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,600,1618706,32.5,-117.105,"High"
170,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,600,1618706,32.5,-117.105,"High"
171,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,600,1618706,32.5,-117.105,"High"
172,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,600,1618706,32.5,-117.105,"High"
173,"ICO",32.361993,-117.230786,0,"Paralabrax clathratus","Kelp bass","Cabrilla Sargacera",20,1,600,1618706,32.5,-117.105,"High"
174,"ICO",32.361993,-117.230786,0,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",5,1,600,1618706,32.5,-117.105,"High"
175,"ICO",32.361993,-117.230786,0,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",5,1,600,1618706,32.5,-117.105,"High"
176,"ICO",32.361993,-117.230786,0,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",5,1,600,1618706,32.5,-117.105,"High"
177,"ICO",32.361993,-117.230786,0,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",20,1,600,1618706,32.5,-117.105,"High"
178,"ICO",32.361993,-117.230786,0,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,600,1618706,32.5,-117.105,"High"
179,"ICO",32.361993,-117.230786,0,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,600,1618706,32.5,-117.105,"High"
180,"ICO",32.361993,-117.230786,0,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",25,1,600,1618706,32.5,-117.105,"High"
181,"ICO",32.361993,-117.230786,0,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",15,1,600,1618706,32.5,-117.105,"High"
182,"ICO",32.361993,-117.230786,0,"Sebastes atrovirens","Kelp rockfish","Rocot sargacero",30,1,600,1618706,32.5,-117.105,"High"
183,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",10,1,600,1618706,32.5,-117.105,"High"
184,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",10,1,600,1618706,32.5,-117.105,"High"
185,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",15,1,600,1618706,32.5,-117.105,"High"
186,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",15,1,600,1618706,32.5,-117.105,"High"
187,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",20,1,600,1618706,32.5,-117.105,"High"
188,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",20,1,600,1618706,32.5,-117.105,"High"
189,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",20,1,600,1618706,32.5,-117.105,"High"
190,"ICO",32.361993,-117.230786,0,"Semicossyphus pulcher","California sheephead","Vieja",20,1,600,1618706,32.5,-117.105,"High"
